Marital status,Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Daytime/evening attendance
single,1,1,Veterinary Nursing,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",124.3,no,no,no,yes,female,no,20,yes,0,6,10,6,13.42857143,0,0,6,11,5,12.66666667,0,13.9,-0.3,0.79,Enrolled,daytime
single,39,1,Journalism and Communication,Secondary education,140,Portuguese,Unknown,Basic education 1st cycle (4th/5th year) or equiv.,Student,Student,102.5,no,no,no,yes,female,no,26,yes,0,6,8,4,11.75,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout,daytime
single,39,1,Tourism,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",97,no,no,yes,no,male,no,36,yes,0,5,10,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout,daytime
single,17,1,Animation and Multimedia Design,Secondary education,128,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,134.7,no,no,no,no,male,no,19,yes,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout,daytime
single,42,1,Informatics Engineering,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,113.8,no,no,no,no,male,no,27,yes,0,5,0,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06,Dropout,daytime
single,1,4,Informatics Engineering,Secondary education,120,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,teachers,sellers,116.9,no,no,no,yes,male,no,18,yes,0,5,9,1,13,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout,daytime
single,1,4,Nursing,Secondary education,139,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,124,yes,no,no,yes,male,yes,18,yes,0,8,8,7,13.33142857,0,0,8,8,7,13.33142857,0,10.8,1.4,1.74,Graduate,daytime
single,39,1,Communication Design,Secondary education,139.3,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.5,no,no,no,yes,male,no,28,yes,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout,daytime
single,44,1,Animation and Multimedia Design,Technological specialization course,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,154.8,yes,no,no,yes,male,no,21,yes,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate,daytime
single,1,1,Nursing,Secondary education,138,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,141,no,no,no,yes,male,no,19,yes,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,daytime
single,39,1,Advertising and Marketing Management,12th year of schooling - not completed,133.1,Portuguese,Frequency of Higher Education,Technical-professional course,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120,no,no,yes,no,male,no,26,yes,0,5,5,0,0,0,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout,daytime
single,51,1,Informatics Engineering,Secondary education,136,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",133.6,yes,no,no,yes,male,no,20,yes,4,9,12,9,13.45454545,0,2,7,9,6,13.875,0,11.1,0.6,2.02,Dropout,daytime
single,1,6,Nursing,Secondary education,134,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122,yes,no,no,yes,male,no,19,yes,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,Graduate,daytime
single,1,1,Management,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,120,yes,no,no,yes,male,no,21,yes,0,5,8,3,10,0,0,5,10,4,11,0,12.7,3.7,-1.7,Dropout,daytime
single,53,1,Advertising and Marketing Management,Professional higher technical course,110,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114.2,no,no,no,yes,male,yes,23,yes,0,6,7,5,13,0,0,6,7,6,12.85714286,0,8.9,1.4,3.51,Graduate,daytime
single,39,1,Social Service (evening attendance),Basic education 2nd cycle (6th/7th/8th year) or equiv.,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,95.5,no,no,no,yes,male,no,29,yes,0,6,11,6,12,0,0,6,6,6,14,0,11.1,0.6,2.02,Graduate,evening
single,1,1,Nursing,Secondary education,129,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,120,no,no,no,yes,male,no,20,yes,0,8,8,7,15.02857143,0,0,8,8,7,15.02857143,0,12.7,3.7,-1.7,Graduate,daytime
single,1,1,Social Service,Secondary education,116,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,111.1,no,no,no,yes,male,no,18,yes,0,6,8,6,12,0,0,6,7,6,11.71428571,0,15.5,2.8,-4.06,Graduate,daytime
single,1,1,Journalism and Communication,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",128.6,yes,no,no,yes,male,no,19,yes,0,6,8,5,12,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Graduate,daytime
single,7,1,Oral Hygiene,Higher education - degree,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,130,no,no,no,no,male,no,23,yes,3,7,7,3,13.66666667,0,3,8,8,3,11.33333333,4,10.8,1.4,1.74,Dropout,daytime
single,1,1,Animation and Multimedia Design,Secondary education,116,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers"," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",111.1,no,no,no,yes,male,no,21,yes,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout,daytime
single,17,1,Management,Secondary education,136,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,122.7,yes,no,no,yes,male,no,18,yes,0,5,6,5,12,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,Enrolled,daytime
single,1,1,Animation and Multimedia Design,Secondary education,147,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",134.4,yes,no,no,yes,male,yes,18,yes,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate,daytime
single,1,5,Communication Design,Secondary education,117,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131,yes,no,yes,no,male,no,21,yes,0,6,6,1,14,0,0,6,7,0,0,7,9.4,-0.8,-3.12,Dropout,daytime
single,51,1,Social Service,Secondary education,141,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,125,no,no,no,yes,male,no,22,yes,0,6,6,0,0,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout,daytime
single,18,1,Oral Hygiene,Secondary education,133.1,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities ,Installation and Machine Operators and Assembly Workers,106,yes,no,no,yes,male,no,21,yes,0,7,8,7,12.375,0,0,7,11,5,12.58333333,0,8.9,1.4,3.51,Graduate,daytime
single,39,1,Nursing,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128,yes,no,no,no,male,no,32,yes,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,Dropout,daytime
single,7,1,Agronomy,Higher education - degree,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",120,yes,no,no,yes,male,no,27,yes,14,18,21,18,11.42105263,0,10,13,16,13,11.07692308,1,15.5,2.8,-4.06,Graduate,daytime
single,1,1,Nursing,Secondary education,148,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,134.8,yes,no,no,yes,male,no,18,yes,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,Graduate,daytime
single,39,1,Communication Design,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,112,yes,no,no,yes,male,yes,24,yes,0,6,6,6,15,0,0,6,6,2,16,0,15.5,2.8,-4.06,Graduate,daytime
single,1,1,Equinculture,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Unskilled Workers,116.1,yes,no,no,yes,male,no,22,yes,0,5,9,2,10.5,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout,daytime
single,43,1,Equinculture,Secondary education,120,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities ,120,yes,no,no,no,male,no,22,yes,0,6,0,0,0,0,0,4,6,0,0,2,10.8,1.4,1.74,Dropout,daytime
single,1,3,Management,Secondary education,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",119.7,yes,no,no,yes,male,no,19,yes,0,5,8,5,13.25,0,0,5,6,5,11.83333333,0,13.9,-0.3,0.79,Graduate,daytime
single,17,6,Informatics Engineering,Secondary education,129,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,2nd year complementary high school course,Administrative staff,Other Situation,117.1,yes,no,no,yes,male,no,19,yes,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout,daytime
single,1,2,Veterinary Nursing,Secondary education,118,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,112.4,yes,no,no,yes,male,no,21,yes,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,Enrolled,daytime
single,1,2,Nursing,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities ,"Skilled Workers in Industry, Construction and Craftsmen",131,yes,no,no,yes,female,yes,18,yes,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,Graduate,daytime
single,1,2,Tourism,Secondary education,127,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Armed Forces Professions,130.9,yes,no,no,yes,female,no,18,yes,0,6,8,6,11.33333333,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,Graduate,daytime
single,1,1,Animation and Multimedia Design,Secondary education,131,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,134.9,yes,no,yes,yes,female,no,20,yes,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout,daytime
single,17,1,Social Service,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,127.1,yes,no,no,yes,female,no,19,yes,0,6,7,6,12.85714286,0,0,6,7,6,13.66666667,0,13.9,-0.3,0.79,Graduate,daytime
single,17,5,Journalism and Communication,Secondary education,113,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,cleaning workers,"Workers in food processing, woodworking, clothing and other industries and crafts",110.2,yes,no,yes,yes,female,no,19,yes,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,daytime
single,17,1,Tourism,Secondary education,115,Portuguese,Other - 11th Year of Schooling,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,108.7,yes,no,no,yes,female,yes,18,yes,0,6,9,5,11.4,0,0,6,6,6,11.33333333,0,12.4,0.5,1.79,Graduate,daytime
single,1,1,Equinculture,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Unskilled Workers,138,yes,no,no,yes,female,no,20,yes,0,6,11,6,13.33333333,0,0,6,10,6,13,0,16.2,0.3,-0.92,Enrolled,daytime
single,44,1,Communication Design,Technological specialization course,150,Portuguese,Other - 11th Year of Schooling,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,147.7,no,no,yes,yes,female,yes,22,yes,2,7,7,7,13.57142857,0,5,9,9,9,13.77777778,0,12.4,0.5,1.79,Graduate,daytime
married,39,1,Oral Hygiene,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,123,no,no,no,yes,female,no,31,yes,0,7,13,6,11.83333333,0,0,7,8,7,12.22857143,0,12.4,0.5,1.79,Graduate,daytime
single,17,1,Basic Education,Secondary education,141,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,142.8,no,no,no,yes,female,yes,19,yes,0,7,7,7,14.42857143,0,0,7,7,7,14.14285714,0,16.2,0.3,-0.92,Graduate,daytime
single,1,2,Animation and Multimedia Design,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,138.3,yes,no,no,yes,female,no,18,yes,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled,daytime
single,1,2,Tourism,Secondary education,136,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",125.2,yes,no,no,yes,female,yes,18,yes,0,6,8,6,12.28571429,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate,daytime
single,1,1,Veterinary Nursing,Secondary education,140,Portuguese,Other - 11th Year of Schooling,Secondary Education - 12th Year of Schooling or Eq.," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Other Situation,141.8,no,no,no,yes,female,no,21,yes,0,5,7,5,14.4,0,0,5,5,5,13.8,0,7.6,2.6,0.32,Graduate,daytime
single,17,5,Nursing,Secondary education,143,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130.6,yes,no,no,yes,female,yes,18,yes,0,7,8,7,13.15,0,0,8,9,8,15.06875,0,13.9,-0.3,0.79,Graduate,daytime
single,44,1,Management,Technological specialization course,130,Cape Verdean,Higher Education - Bachelor's Degree,Basic education 1st cycle (4th/5th year) or equiv.,Specialists in Intellectual and Scientific Activities ,Installation and Machine Operators and Assembly Workers,130,no,no,yes,no,male,no,25,no,0,5,6,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout,daytime
single,15,1,Informatics Engineering,Secondary education,133.1,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,100,no,no,yes,yes,male,no,21,no,0,5,5,0,0,0,0,6,8,0,0,0,11.1,0.6,2.02,Dropout,daytime
single,18,2,Nursing,Secondary education,129,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119,yes,no,no,yes,female,yes,19,yes,0,8,8,7,12.34285714,0,0,8,8,7,12.34285714,0,10.8,1.4,1.74,Graduate,daytime
single,1,2,Journalism and Communication,Secondary education,132,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,124.3,yes,no,no,yes,female,no,19,yes,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,Enrolled,daytime
single,17,1,Tourism,Secondary education,118,Portuguese,7th Year (Old),Unknown,"Personal Services, Security and Safety Workers and Sellers",Student,122.2,yes,no,no,yes,female,no,22,yes,0,6,10,4,10.5,0,0,6,14,1,11,0,7.6,2.6,0.32,Dropout,daytime
single,15,1,Management,Secondary education,150,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",150,no,no,no,yes,male,no,19,yes,0,5,5,5,10.6,0,0,5,8,5,11.6,0,12.4,0.5,1.79,Graduate,daytime
single,39,1,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",135.5,no,no,no,yes,female,no,58,yes,0,6,6,0,0,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout,evening
